L,mc,T,Jhash,observable,parameter,value
32,39,0.900000,94c9c88,"Correlation",104,0.586280
32,39,0.900000,94c9c88,"Correlation",120,0.575739
32,39,0.900000,94c9c88,"Correlation",138,0.560448
32,39,0.900000,94c9c88,"Correlation",159,0.546680
32,39,0.900000,94c9c88,"Correlation",184,0.535610
32,39,0.900000,94c9c88,"Correlation",212,0.523667
32,39,0.900000,94c9c88,"Correlation",244,0.511928
32,39,0.900000,94c9c88,"Correlation",281,0.502468
32,39,0.900000,94c9c88,"Correlation",323,0.485898
32,39,0.900000,94c9c88,"Correlation",372,0.476618
32,39,0.900000,94c9c88,"Correlation",429,0.462885
32,39,0.900000,94c9c88,"Correlation",494,0.452207
32,39,0.900000,94c9c88,"Correlation",568,0.439038
32,39,0.900000,94c9c88,"Correlation",655,0.428781
32,39,0.900000,94c9c88,"Correlation",754,0.418559
32,39,0.900000,94c9c88,"Correlation",868,0.404474
32,39,0.900000,94c9c88,"Correlation",1000,0.392410
32,44,0.900000,94c9c88,"Correlation",1,0.830093
32,44,0.900000,94c9c88,"Correlation",2,0.822158
32,44,0.900000,94c9c88,"Correlation",3,0.800691
32,44,0.900000,94c9c88,"Correlation",4,0.807492
32,44,0.900000,94c9c88,"Correlation",5,0.781948
32,44,0.900000,94c9c88,"Correlation",6,0.790443
32,44,0.900000,94c9c88,"Correlation",7,0.770357
32,44,0.900000,94c9c88,"Correlation",8,0.775324
32,44,0.900000,94c9c88,"Correlation",9,0.762390
32,44,0.900000,94c9c88,"Correlation",10,0.763590
32,44,0.900000,94c9c88,"Correlation",12,0.755624
32,44,0.900000,94c9c88,"Correlation",14,0.743248
32,44,0.900000,94c9c88,"Correlation",16,0.736970
32,44,0.900000,94c9c88,"Correlation",19,0.722703
32,44,0.900000,94c9c88,"Correlation",22,0.715861
32,44,0.900000,94c9c88,"Correlation",25,0.705630
32,44,0.900000,94c9c88,"Correlation",29,0.698036
32,44,0.900000,94c9c88,"Correlation",33,0.688090
32,44,0.900000,94c9c88,"Correlation",39,0.675444
32,44,0.900000,94c9c88,"Correlation",44,0.667138
32,44,0.900000,94c9c88,"Correlation",51,0.657299
32,44,0.900000,94c9c88,"Correlation",59,0.644778
32,44,0.900000,94c9c88,"Correlation",68,0.633080
32,44,0.900000,94c9c88,"Correlation",79,0.620216
32,44,0.900000,94c9c88,"Correlation",91,0.606073
32,44,0.900000,94c9c88,"Correlation",104,0.596802
32,44,0.900000,94c9c88,"Correlation",120,0.585234
32,44,0.900000,94c9c88,"Correlation",138,0.569496
32,44,0.900000,94c9c88,"Correlation",159,0.556757
32,44,0.900000,94c9c88,"Correlation",184,0.546680
32,44,0.900000,94c9c88,"Correlation",212,0.535842
32,44,0.900000,94c9c88,"Correlation",244,0.522978
32,44,0.900000,94c9c88,"Correlation",281,0.510585
32,44,0.900000,94c9c88,"Correlation",323,0.496111
32,44,0.900000,94c9c88,"Correlation",372,0.487369
32,44,0.900000,94c9c88,"Correlation",429,0.473839
32,44,0.900000,94c9c88,"Correlation",494,0.462405
32,44,0.900000,94c9c88,"Correlation",568,0.451669
32,44,0.900000,94c9c88,"Correlation",655,0.440590
32,44,0.900000,94c9c88,"Correlation",754,0.429842
32,44,0.900000,94c9c88,"Correlation",868,0.412598
32,44,0.900000,94c9c88,"Correlation",1000,0.402957
32,51,0.900000,94c9c88,"Correlation",1,0.829709
32,51,0.900000,94c9c88,"Correlation",2,0.821379
32,51,0.900000,94c9c88,"Correlation",3,0.804071
32,51,0.900000,94c9c88,"Correlation",4,0.808315
32,51,0.900000,94c9c88,"Correlation",5,0.782567
32,51,0.900000,94c9c88,"Correlation",6,0.791521
32,51,0.900000,94c9c88,"Correlation",7,0.771325
32,51,0.900000,94c9c88,"Correlation",8,0.776600
32,51,0.900000,94c9c88,"Correlation",9,0.765796
32,51,0.900000,94c9c88,"Correlation",10,0.765314
32,51,0.900000,94c9c88,"Correlation",12,0.758574
32,51,0.900000,94c9c88,"Correlation",14,0.747570
32,51,0.900000,94c9c88,"Correlation",16,0.740949
32,51,0.900000,94c9c88,"Correlation",19,0.728783
32,51,0.900000,94c9c88,"Correlation",22,0.723182
32,51,0.900000,94c9c88,"Correlation",25,0.712405
32,51,0.900000,94c9c88,"Correlation",29,0.701823
32,51,0.900000,94c9c88,"Correlation",33,0.695859
32,51,0.900000,94c9c88,"Correlation",39,0.682079
32,51,0.900000,94c9c88,"Correlation",44,0.675941
32,51,0.900000,94c9c88,"Correlation",51,0.662127
32,51,0.900000,94c9c88,"Correlation",59,0.650617
32,51,0.900000,94c9c88,"Correlation",68,0.640701
32,51,0.900000,94c9c88,"Correlation",79,0.630723
32,51,0.900000,94c9c88,"Correlation",91,0.617943
32,51,0.900000,94c9c88,"Correlation",104,0.607416
32,51,0.900000,94c9c88,"Correlation",120,0.593965
32,51,0.900000,94c9c88,"Correlation",138,0.581682
32,51,0.900000,94c9c88,"Correlation",159,0.568441
32,51,0.900000,94c9c88,"Correlation",184,0.556870
32,51,0.900000,94c9c88,"Correlation",212,0.547416
32,51,0.900000,94c9c88,"Correlation",244,0.533223
32,51,0.900000,94c9c88,"Correlation",281,0.522153
32,51,0.900000,94c9c88,"Correlation",323,0.508222
32,51,0.900000,94c9c88,"Correlation",372,0.496582
32,51,0.900000,94c9c88,"Correlation",429,0.483715
32,51,0.900000,94c9c88,"Correlation",494,0.475022
32,51,0.900000,94c9c88,"Correlation",568,0.460984
32,51,0.900000,94c9c88,"Correlation",655,0.452116
32,51,0.900000,94c9c88,"Correlation",754,0.437674
32,51,0.900000,94c9c88,"Correlation",868,0.422619
32,51,0.900000,94c9c88,"Correlation",1000,0.412476
32,59,0.900000,94c9c88,"Correlation",1,0.832081
32,59,0.900000,94c9c88,"Correlation",2,0.823390
32,59,0.900000,94c9c88,"Correlation",3,0.803304
32,59,0.900000,94c9c88,"Correlation",4,0.809041
32,59,0.900000,94c9c88,"Correlation",5,0.783959
32,59,0.900000,94c9c88,"Correlation",6,0.793957
32,59,0.900000,94c9c88,"Correlation",7,0.773170
32,59,0.900000,94c9c88,"Correlation",8,0.779797
32,59,0.900000,94c9c88,"Correlation",9,0.768299
32,59,0.900000,94c9c88,"Correlation",10,0.768287
32,59,0.900000,94c9c88,"Correlation",12,0.764933
32,59,0.900000,94c9c88,"Correlation",14,0.754182
32,59,0.900000,94c9c88,"Correlation",16,0.746509
32,59,0.900000,94c9c88,"Correlation",19,0.733073
32,59,0.900000,94c9c88,"Correlation",22,0.726504
32,59,0.900000,94c9c88,"Correlation",25,0.717605
32,59,0.900000,94c9c88,"Correlation",29,0.707932
32,59,0.900000,94c9c88,"Correlation",33,0.699876
32,59,0.900000,94c9c88,"Correlation",39,0.687494
32,59,0.900000,94c9c88,"Correlation",44,0.679429
32,59,0.900000,94c9c88,"Correlation",51,0.668922
32,59,0.900000,94c9c88,"Correlation",59,0.658383
32,59,0.900000,94c9c88,"Correlation",68,0.648804
32,59,0.900000,94c9c88,"Correlation",79,0.636623
32,59,0.900000,94c9c88,"Correlation",91,0.626875
32,59,0.900000,94c9c88,"Correlation",104,0.617606
32,59,0.900000,94c9c88,"Correlation",120,0.602187
32,59,0.900000,94c9c88,"Correlation",138,0.590969
32,59,0.900000,94c9c88,"Correlation",159,0.578587
32,59,0.900000,94c9c88,"Correlation",184,0.569644
32,59,0.900000,94c9c88,"Correlation",212,0.555609
32,59,0.900000,94c9c88,"Correlation",244,0.545425
32,59,0.900000,94c9c88,"Correlation",281,0.531613
32,59,0.900000,94c9c88,"Correlation",323,0.517851
32,59,0.900000,94c9c88,"Correlation",372,0.506734
32,59,0.900000,94c9c88,"Correlation",429,0.494928
32,59,0.900000,94c9c88,"Correlation",494,0.484134
32,59,0.900000,94c9c88,"Correlation",568,0.471837
32,59,0.900000,94c9c88,"Correlation",655,0.461792
32,59,0.900000,94c9c88,"Correlation",754,0.448832
32,59,0.900000,94c9c88,"Correlation",868,0.434727
32,59,0.900000,94c9c88,"Correlation",1000,0.421518
32,68,0.900000,94c9c88,"Correlation",1,0.830270
32,68,0.900000,94c9c88,"Correlation",2,0.824765
32,68,0.900000,94c9c88,"Correlation",3,0.806739
32,68,0.900000,94c9c88,"Correlation",4,0.813517
32,68,0.900000,94c9c88,"Correlation",5,0.789217
32,68,0.900000,94c9c88,"Correlation",6,0.799491
32,68,0.900000,94c9c88,"Correlation",7,0.776946
32,68,0.900000,94c9c88,"Correlation",8,0.782747
32,68,0.900000,94c9c88,"Correlation",9,0.770400
32,68,0.900000,94c9c88,"Correlation",10,0.771729
32,68,0.900000,94c9c88,"Correlation",12,0.767008
32,68,0.900000,94c9c88,"Correlation",14,0.756356
32,68,0.900000,94c9c88,"Correlation",16,0.750459
32,68,0.900000,94c9c88,"Correlation",19,0.734855
32,68,0.900000,94c9c88,"Correlation",22,0.730024
32,68,0.900000,94c9c88,"Correlation",25,0.720535
32,68,0.900000,94c9c88,"Correlation",29,0.713213
32,68,0.900000,94c9c88,"Correlation",33,0.704799
32,68,0.900000,94c9c88,"Correlation",39,0.693121
32,68,0.900000,94c9c88,"Correlation",44,0.686919
32,68,0.900000,94c9c88,"Correlation",51,0.676450
32,68,0.900000,94c9c88,"Correlation",59,0.667306
32,68,0.900000,94c9c88,"Correlation",68,0.656811
32,68,0.900000,94c9c88,"Correlation",79,0.645848
32,68,0.900000,94c9c88,"Correlation",91,0.637530
32,68,0.900000,94c9c88,"Correlation",104,0.625055
32,68,0.900000,94c9c88,"Correlation",120,0.612659
32,68,0.900000,94c9c88,"Correlation",138,0.603385
32,68,0.900000,94c9c88,"Correlation",159,0.591027
32,68,0.900000,94c9c88,"Correlation",184,0.578378
32,68,0.900000,94c9c88,"Correlation",212,0.566069
32,68,0.900000,94c9c88,"Correlation",244,0.556167
32,68,0.900000,94c9c88,"Correlation",281,0.541606
32,68,0.900000,94c9c88,"Correlation",323,0.532479
32,68,0.900000,94c9c88,"Correlation",372,0.517703
32,68,0.900000,94c9c88,"Correlation",429,0.506874
32,68,0.900000,94c9c88,"Correlation",494,0.495239
32,68,0.900000,94c9c88,"Correlation",568,0.483881
32,68,0.900000,94c9c88,"Correlation",655,0.473008
32,68,0.900000,94c9c88,"Correlation",754,0.461545
32,68,0.900000,94c9c88,"Correlation",868,0.445696
32,68,0.900000,94c9c88,"Correlation",1000,0.433140
32,79,0.900000,94c9c88,"Correlation",1,0.833551
32,79,0.900000,94c9c88,"Correlation",2,0.826489
32,79,0.900000,94c9c88,"Correlation",3,0.808443
32,79,0.900000,94c9c88,"Correlation",4,0.814985
32,79,0.900000,94c9c88,"Correlation",5,0.791245
32,79,0.900000,94c9c88,"Correlation",6,0.801290
32,79,0.900000,94c9c88,"Correlation",7,0.779384
32,79,0.900000,94c9c88,"Correlation",8,0.785784
32,79,0.900000,94c9c88,"Correlation",9,0.771656
32,79,0.900000,94c9c88,"Correlation",10,0.772461
32,79,0.900000,94c9c88,"Correlation",12,0.769732
32,79,0.900000,94c9c88,"Correlation",14,0.757426
32,79,0.900000,94c9c88,"Correlation",16,0.751918
32,79,0.900000,94c9c88,"Correlation",19,0.740824
32,79,0.900000,94c9c88,"Correlation",22,0.734988
32,79,0.900000,94c9c88,"Correlation",25,0.724854
32,79,0.900000,94c9c88,"Correlation",29,0.716262
32,79,0.900000,94c9c88,"Correlation",33,0.711435
32,79,0.900000,94c9c88,"Correlation",39,0.701233
32,79,0.900000,94c9c88,"Correlation",44,0.694909
32,79,0.900000,94c9c88,"Correlation",51,0.687727
32,79,0.900000,94c9c88,"Correlation",59,0.675508
32,79,0.900000,94c9c88,"Correlation",68,0.666440
32,79,0.900000,94c9c88,"Correlation",79,0.659581
32,79,0.900000,94c9c88,"Correlation",91,0.643543
32,79,0.900000,94c9c88,"Correlation",104,0.634984
32,79,0.900000,94c9c88,"Correlation",120,0.623959
32,79,0.900000,94c9c88,"Correlation",138,0.614284
32,79,0.900000,94c9c88,"Correlation",159,0.604289
32,79,0.900000,94c9c88,"Correlation",184,0.594543
32,79,0.900000,94c9c88,"Correlation",212,0.579677
32,79,0.900000,94c9c88,"Correlation",244,0.568900
32,79,0.900000,94c9c88,"Correlation",281,0.551923
32,79,0.900000,94c9c88,"Correlation",323,0.544968
32,79,0.900000,94c9c88,"Correlation",372,0.531471
32,79,0.900000,94c9c88,"Correlation",429,0.520290
32,79,0.900000,94c9c88,"Correlation",494,0.510109
32,79,0.900000,94c9c88,"Correlation",568,0.498817
32,79,0.900000,94c9c88,"Correlation",655,0.487927
32,79,0.900000,94c9c88,"Correlation",754,0.476594
32,79,0.900000,94c9c88,"Correlation",868,0.458726
32,79,0.900000,94c9c88,"Correlation",1000,0.448826
32,91,0.900000,94c9c88,"Correlation",1,0.833118
32,91,0.900000,94c9c88,"Correlation",2,0.825579
32,91,0.900000,94c9c88,"Correlation",3,0.808940
32,91,0.900000,94c9c88,"Correlation",4,0.815491
32,91,0.900000,94c9c88,"Correlation",5,0.792850
32,91,0.900000,94c9c88,"Correlation",6,0.804190
32,91,0.900000,94c9c88,"Correlation",7,0.782912
32,91,0.900000,94c9c88,"Correlation",8,0.788397
32,91,0.900000,94c9c88,"Correlation",9,0.776661
32,91,0.900000,94c9c88,"Correlation",10,0.777257
32,91,0.900000,94c9c88,"Correlation",12,0.772824
32,91,0.900000,94c9c88,"Correlation",14,0.761021
32,91,0.900000,94c9c88,"Correlation",16,0.754110
32,91,0.900000,94c9c88,"Correlation",19,0.743048
32,91,0.900000,94c9c88,"Correlation",22,0.740185
32,91,0.900000,94c9c88,"Correlation",25,0.730544
32,91,0.900000,94c9c88,"Correlation",29,0.724484
32,91,0.900000,94c9c88,"Correlation",33,0.717826
32,91,0.900000,94c9c88,"Correlation",39,0.710127
32,91,0.900000,94c9c88,"Correlation",44,0.701573
32,91,0.900000,94c9c88,"Correlation",51,0.692365
32,91,0.900000,94c9c88,"Correlation",59,0.683643
32,91,0.900000,94c9c88,"Correlation",68,0.677028
32,91,0.900000,94c9c88,"Correlation",79,0.663507
32,91,0.900000,94c9c88,"Correlation",91,0.652440
32,91,0.900000,94c9c88,"Correlation",104,0.645508
32,91,0.900000,94c9c88,"Correlation",120,0.634242
32,91,0.900000,94c9c88,"Correlation",138,0.626883
32,91,0.900000,94c9c88,"Correlation",159,0.613386
32,91,0.900000,94c9c88,"Correlation",184,0.603274
32,91,0.900000,94c9c88,"Correlation",212,0.592724
32,91,0.900000,94c9c88,"Correlation",244,0.578837
32,91,0.900000,94c9c88,"Correlation",281,0.566049
32,91,0.900000,94c9c88,"Correlation",323,0.554644
32,91,0.900000,94c9c88,"Correlation",372,0.541454
32,91,0.900000,94c9c88,"Correlation",429,0.530276
32,91,0.900000,94c9c88,"Correlation",494,0.521258
32,91,0.900000,94c9c88,"Correlation",568,0.510353
32,91,0.900000,94c9c88,"Correlation",655,0.498029
32,91,0.900000,94c9c88,"Correlation",754,0.485744
32,91,0.900000,94c9c88,"Correlation",868,0.470194
32,91,0.900000,94c9c88,"Correlation",1000,0.457985
32,104,0.900000,94c9c88,"Correlation",1,0.834319
32,104,0.900000,94c9c88,"Correlation",2,0.828837
32,104,0.900000,94c9c88,"Correlation",3,0.810893
32,104,0.900000,94c9c88,"Correlation",4,0.815406
32,104,0.900000,94c9c88,"Correlation",5,0.791074
32,104,0.900000,94c9c88,"Correlation",6,0.803539
32,104,0.900000,94c9c88,"Correlation",7,0.782843
32,104,0.900000,94c9c88,"Correlation",8,0.791077
32,104,0.900000,94c9c88,"Correlation",9,0.780198
32,104,0.900000,94c9c88,"Correlation",10,0.781328
32,104,0.900000,94c9c88,"Correlation",12,0.777550
32,104,0.900000,94c9c88,"Correlation",14,0.765331
32,104,0.900000,94c9c88,"Correlation",16,0.762486
32,104,0.900000,94c9c88,"Correlation",19,0.748881
32,104,0.900000,94c9c88,"Correlation",22,0.745841
32,104,0.900000,94c9c88,"Correlation",25,0.736253
32,104,0.900000,94c9c88,"Correlation",29,0.728245
32,104,0.900000,94c9c88,"Correlation",33,0.723226
32,104,0.900000,94c9c88,"Correlation",39,0.714358
32,104,0.900000,94c9c88,"Correlation",44,0.708278
32,104,0.900000,94c9c88,"Correlation",51,0.699646
32,104,0.900000,94c9c88,"Correlation",59,0.692531
32,104,0.900000,94c9c88,"Correlation",68,0.681786
32,104,0.900000,94c9c88,"Correlation",79,0.673976
32,104,0.900000,94c9c88,"Correlation",91,0.663275
32,104,0.900000,94c9c88,"Correlation",104,0.654067
32,104,0.900000,94c9c88,"Correlation",120,0.646380
32,104,0.900000,94c9c88,"Correlation",138,0.635635
32,104,0.900000,94c9c88,"Correlation",159,0.626049
32,104,0.900000,94c9c88,"Correlation",184,0.611761
32,104,0.900000,94c9c88,"Correlation",212,0.601943
32,104,0.900000,94c9c88,"Correlation",244,0.587376
32,104,0.900000,94c9c88,"Correlation",281,0.576154
32,104,0.900000,94c9c88,"Correlation",323,0.562907
32,104,0.900000,94c9c88,"Correlation",372,0.553571
32,104,0.900000,94c9c88,"Correlation",429,0.542297
32,104,0.900000,94c9c88,"Correlation",494,0.530520
32,104,0.900000,94c9c88,"Correlation",568,0.521717
32,104,0.900000,94c9c88,"Correlation",655,0.509362
32,104,0.900000,94c9c88,"Correlation",754,0.497393
32,104,0.900000,94c9c88,"Correlation",868,0.480332
32,104,0.900000,94c9c88,"Correlation",1000,0.468744
32,120,0.900000,94c9c88,"Correlation",1,0.834281
32,120,0.900000,94c9c88,"Correlation",2,0.829863
32,120,0.900000,94c9c88,"Correlation",3,0.811398
32,120,0.900000,94c9c88,"Correlation",4,0.818665
32,120,0.900000,94c9c88,"Correlation",5,0.795422
32,120,0.900000,94c9c88,"Correlation",6,0.806132
32,120,0.900000,94c9c88,"Correlation",7,0.784374
32,120,0.900000,94c9c88,"Correlation",8,0.791757
32,120,0.900000,94c9c88,"Correlation",9,0.779634
32,120,0.900000,94c9c88,"Correlation",10,0.781570
32,120,0.900000,94c9c88,"Correlation",12,0.777794
32,120,0.900000,94c9c88,"Correlation",14,0.767058
32,120,0.900000,94c9c88,"Correlation",16,0.760951
32,120,0.900000,94c9c88,"Correlation",19,0.750558
32,120,0.900000,94c9c88,"Correlation",22,0.746068
32,120,0.900000,94c9c88,"Correlation",25,0.738944
32,120,0.900000,94c9c88,"Correlation",29,0.732794
32,120,0.900000,94c9c88,"Correlation",33,0.727632
32,120,0.900000,94c9c88,"Correlation",39,0.720459
32,120,0.900000,94c9c88,"Correlation",44,0.714120
32,120,0.900000,94c9c88,"Correlation",51,0.702332
32,120,0.900000,94c9c88,"Correlation",59,0.697149
32,120,0.900000,94c9c88,"Correlation",68,0.688677
32,120,0.900000,94c9c88,"Correlation",79,0.677438
32,120,0.900000,94c9c88,"Correlation",91,0.669925
32,120,0.900000,94c9c88,"Correlation",104,0.663882
32,120,0.900000,94c9c88,"Correlation",120,0.653027
32,120,0.900000,94c9c88,"Correlation",138,0.642392
32,120,0.900000,94c9c88,"Correlation",159,0.630807
32,120,0.900000,94c9c88,"Correlation",184,0.621788
32,120,0.900000,94c9c88,"Correlation",212,0.610604
32,120,0.900000,94c9c88,"Correlation",244,0.597430
32,120,0.900000,94c9c88,"Correlation",281,0.586990
32,120,0.900000,94c9c88,"Correlation",323,0.574102
32,120,0.900000,94c9c88,"Correlation",372,0.563186
32,120,0.900000,94c9c88,"Correlation",429,0.556074
32,120,0.900000,94c9c88,"Correlation",494,0.540216
32,120,0.900000,94c9c88,"Correlation",568,0.530593
32,120,0.900000,94c9c88,"Correlation",655,0.522548
32,120,0.900000,94c9c88,"Correlation",754,0.506266
32,120,0.900000,94c9c88,"Correlation",868,0.493469
32,120,0.900000,94c9c88,"Correlation",1000,0.481219
32,138,0.900000,94c9c88,"Correlation",1,0.833595
32,138,0.900000,94c9c88,"Correlation",2,0.828727
32,138,0.900000,94c9c88,"Correlation",3,0.809155
32,138,0.900000,94c9c88,"Correlation",4,0.818345
32,138,0.900000,94c9c88,"Correlation",5,0.794890
32,138,0.900000,94c9c88,"Correlation",6,0.807547
32,138,0.900000,94c9c88,"Correlation",7,0.785656
32,138,0.900000,94c9c88,"Correlation",8,0.794332
32,138,0.900000,94c9c88,"Correlation",9,0.782267
32,138,0.900000,94c9c88,"Correlation",10,0.782235
32,138,0.900000,94c9c88,"Correlation",12,0.780239
32,138,0.900000,94c9c88,"Correlation",14,0.768842
32,138,0.900000,94c9c88,"Correlation",16,0.766122
32,138,0.900000,94c9c88,"Correlation",19,0.755348
32,138,0.900000,94c9c88,"Correlation",22,0.750703
32,138,0.900000,94c9c88,"Correlation",25,0.743202
32,138,0.900000,94c9c88,"Correlation",29,0.735657
32,138,0.900000,94c9c88,"Correlation",33,0.730576
32,138,0.900000,94c9c88,"Correlation",39,0.724229
32,138,0.900000,94c9c88,"Correlation",44,0.717186
32,138,0.900000,94c9c88,"Correlation",51,0.710667
32,138,0.900000,94c9c88,"Correlation",59,0.700899
32,138,0.900000,94c9c88,"Correlation",68,0.695266
32,138,0.900000,94c9c88,"Correlation",79,0.684684
32,138,0.900000,94c9c88,"Correlation",91,0.680388
32,138,0.900000,94c9c88,"Correlation",104,0.669216
32,138,0.900000,94c9c88,"Correlation",120,0.658819
32,138,0.900000,94c9c88,"Correlation",138,0.648685
32,138,0.900000,94c9c88,"Correlation",159,0.637971
32,138,0.900000,94c9c88,"Correlation",184,0.626956
32,138,0.900000,94c9c88,"Correlation",212,0.617897
32,138,0.900000,94c9c88,"Correlation",244,0.605832
32,138,0.900000,94c9c88,"Correlation",281,0.597871
32,138,0.900000,94c9c88,"Correlation",323,0.585225
32,138,0.900000,94c9c88,"Correlation",372,0.574120
32,138,0.900000,94c9c88,"Correlation",429,0.562442
32,138,0.900000,94c9c88,"Correlation",494,0.550659
32,138,0.900000,94c9c88,"Correlation",568,0.541306
32,138,0.900000,94c9c88,"Correlation",655,0.529332
32,138,0.900000,94c9c88,"Correlation",754,0.515023
32,138,0.900000,94c9c88,"Correlation",868,0.501715
32,138,0.900000,94c9c88,"Correlation",1000,0.491847
32,159,0.900000,94c9c88,"Correlation",1,0.835972
32,159,0.900000,94c9c88,"Correlation",2,0.832450
32,159,0.900000,94c9c88,"Correlation",3,0.816116
32,159,0.900000,94c9c88,"Correlation",4,0.824181
32,159,0.900000,94c9c88,"Correlation",5,0.797680
32,159,0.900000,94c9c88,"Correlation",6,0.810608
32,159,0.900000,94c9c88,"Correlation",7,0.788548
32,159,0.900000,94c9c88,"Correlation",8,0.797977
32,159,0.900000,94c9c88,"Correlation",9,0.783558
32,159,0.900000,94c9c88,"Correlation",10,0.785845
32,159,0.900000,94c9c88,"Correlation",12,0.783816
32,159,0.900000,94c9c88,"Correlation",14,0.773888
32,159,0.900000,94c9c88,"Correlation",16,0.770746
32,159,0.900000,94c9c88,"Correlation",19,0.758853
32,159,0.900000,94c9c88,"Correlation",22,0.756327
32,159,0.900000,94c9c88,"Correlation",25,0.749116
32,159,0.900000,94c9c88,"Correlation",29,0.742353
32,159,0.900000,94c9c88,"Correlation",33,0.737465
32,159,0.900000,94c9c88,"Correlation",39,0.729399
32,159,0.900000,94c9c88,"Correlation",44,0.723217
32,159,0.900000,94c9c88,"Correlation",51,0.715852
32,159,0.900000,94c9c88,"Correlation",59,0.709571
32,159,0.900000,94c9c88,"Correlation",68,0.704979
32,159,0.900000,94c9c88,"Correlation",79,0.696365
32,159,0.900000,94c9c88,"Correlation",91,0.686073
32,159,0.900000,94c9c88,"Correlation",104,0.678975
32,159,0.900000,94c9c88,"Correlation",120,0.668370
32,159,0.900000,94c9c88,"Correlation",138,0.658096
32,159,0.900000,94c9c88,"Correlation",159,0.650484
32,159,0.900000,94c9c88,"Correlation",184,0.640273
32,159,0.900000,94c9c88,"Correlation",212,0.626889
32,159,0.900000,94c9c88,"Correlation",244,0.617443
32,159,0.900000,94c9c88,"Correlation",281,0.607288
32,159,0.900000,94c9c88,"Correlation",323,0.601199
32,159,0.900000,94c9c88,"Correlation",372,0.588129
32,159,0.900000,94c9c88,"Correlation",429,0.576227
32,159,0.900000,94c9c88,"Correlation",494,0.562747
32,159,0.900000,94c9c88,"Correlation",568,0.554159
32,159,0.900000,94c9c88,"Correlation",655,0.542079
32,159,0.900000,94c9c88,"Correlation",754,0.527358
32,159,0.900000,94c9c88,"Correlation",868,0.513913
32,159,0.900000,94c9c88,"Correlation",1000,0.503183
32,184,0.900000,94c9c88,"Correlation",1,0.835490
32,184,0.900000,94c9c88,"Correlation",2,0.830412
32,184,0.900000,94c9c88,"Correlation",3,0.813814
32,184,0.900000,94c9c88,"Correlation",4,0.822030
32,184,0.900000,94c9c88,"Correlation",5,0.797308
32,184,0.900000,94c9c88,"Correlation",6,0.811390
32,184,0.900000,94c9c88,"Correlation",7,0.790245
32,184,0.900000,94c9c88,"Correlation",8,0.797628
32,184,0.900000,94c9c88,"Correlation",9,0.786200
32,184,0.900000,94c9c88,"Correlation",10,0.789164
32,184,0.900000,94c9c88,"Correlation",12,0.784290
32,184,0.900000,94c9c88,"Correlation",14,0.774263
32,184,0.900000,94c9c88,"Correlation",16,0.770598
32,184,0.900000,94c9c88,"Correlation",19,0.760582
32,184,0.900000,94c9c88,"Correlation",22,0.758597
32,184,0.900000,94c9c88,"Correlation",25,0.749843
32,184,0.900000,94c9c88,"Correlation",29,0.743164
32,184,0.900000,94c9c88,"Correlation",33,0.739406
32,184,0.900000,94c9c88,"Correlation",39,0.733436
32,184,0.900000,94c9c88,"Correlation",44,0.726935
32,184,0.900000,94c9c88,"Correlation",51,0.723714
32,184,0.900000,94c9c88,"Correlation",59,0.713452
32,184,0.900000,94c9c88,"Correlation",68,0.705316
32,184,0.900000,94c9c88,"Correlation",79,0.697704
32,184,0.900000,94c9c88,"Correlation",91,0.688134
32,184,0.900000,94c9c88,"Correlation",104,0.679865
32,184,0.900000,94c9c88,"Correlation",120,0.672442
32,184,0.900000,94c9c88,"Correlation",138,0.663717
32,184,0.900000,94c9c88,"Correlation",159,0.655247
32,184,0.900000,94c9c88,"Correlation",184,0.643688
32,184,0.900000,94c9c88,"Correlation",212,0.636521
32,184,0.900000,94c9c88,"Correlation",244,0.626982
32,184,0.900000,94c9c88,"Correlation",281,0.614764
32,184,0.900000,94c9c88,"Correlation",323,0.605242
32,184,0.900000,94c9c88,"Correlation",372,0.594119
32,184,0.900000,94c9c88,"Correlation",429,0.581810
32,184,0.900000,94c9c88,"Correlation",494,0.572556
32,184,0.900000,94c9c88,"Correlation",568,0.559692
32,184,0.900000,94c9c88,"Correlation",655,0.547198
32,184,0.900000,94c9c88,"Correlation",754,0.530895
32,184,0.900000,94c9c88,"Correlation",868,0.520502
32,184,0.900000,94c9c88,"Correlation",1000,0.511120
32,212,0.900000,94c9c88,"Correlation",1,0.834932
32,212,0.900000,94c9c88,"Correlation",2,0.829729
32,212,0.900000,94c9c88,"Correlation",3,0.811849
32,212,0.900000,94c9c88,"Correlation",4,0.821179
32,212,0.900000,94c9c88,"Correlation",5,0.796541
32,212,0.900000,94c9c88,"Correlation",6,0.809471
32,212,0.900000,94c9c88,"Correlation",7,0.788746
32,212,0.900000,94c9c88,"Correlation",8,0.796971
32,212,0.900000,94c9c88,"Correlation",9,0.786211
32,212,0.900000,94c9c88,"Correlation",10,0.788193
32,212,0.900000,94c9c88,"Correlation",12,0.785133
32,212,0.900000,94c9c88,"Correlation",14,0.778070
32,212,0.900000,94c9c88,"Correlation",16,0.772071
32,212,0.900000,94c9c88,"Correlation",19,0.761059
32,212,0.900000,94c9c88,"Correlation",22,0.758655
32,212,0.900000,94c9c88,"Correlation",25,0.752674
32,212,0.900000,94c9c88,"Correlation",29,0.744986
32,212,0.900000,94c9c88,"Correlation",33,0.739450
32,212,0.900000,94c9c88,"Correlation",39,0.731928
