"mc","physicist","E","T","L"
2797.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
2865.0,"Sergio (replica B)",-0.5817057291666666,0.8,16
2896.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
2897.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
2898.0,"Sergio (replica B)",-0.5791015625,0.8,16
2899.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
2900.0,"Sergio (replica B)",-0.5810546875,0.8,16
2901.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
2902.0,"Sergio (replica B)",-0.5813802083333334,0.8,16
2904.0,"Sergio (replica B)",-0.5830078125,0.8,16
2905.0,"Sergio (replica B)",-0.58203125,0.8,16
2907.0,"Sergio (replica B)",-0.5823567708333334,0.8,16
2909.0,"Sergio (replica B)",-0.5817057291666666,0.8,16
2912.0,"Sergio (replica B)",-0.5817057291666666,0.8,16
2915.0,"Sergio (replica B)",-0.5813802083333334,0.8,16
2918.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
2922.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
2928.0,"Sergio (replica B)",-0.5813802083333334,0.8,16
2934.0,"Sergio (replica B)",-0.580078125,0.8,16
2939.0,"Sergio (replica B)",-0.5817057291666666,0.8,16
2941.0,"Sergio (replica B)",-0.5810546875,0.8,16
2947.0,"Sergio (replica B)",-0.5823567708333334,0.8,16
2949.0,"Sergio (replica B)",-0.5823567708333334,0.8,16
2960.0,"Sergio (replica B)",-0.580078125,0.8,16
2972.0,"Sergio (replica B)",-0.5764973958333334,0.8,16
2986.0,"Sergio (replica B)",-0.5777994791666666,0.8,16
3003.0,"Sergio (replica B)",-0.5810546875,0.8,16
3024.0,"Sergio (replica B)",-0.5817057291666666,0.8,16
3043.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
3048.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
3072.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
3077.0,"Sergio (replica B)",-0.5791015625,0.8,16
3111.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
3152.0,"Sergio (replica B)",-0.5771484375,0.8,16
3159.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
3170.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
3200.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
3258.0,"Sergio (replica B)",-0.5764973958333334,0.8,16
3265.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
3296.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
3326.0,"Sergio (replica B)",-0.5813802083333334,0.8,16
3408.0,"Sergio (replica B)",-0.5774739583333334,0.8,16
3444.0,"Sergio (replica B)",-0.5774739583333334,0.8,16
3445.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
3446.0,"Sergio (replica B)",-0.578125,0.8,16
3447.0,"Sergio (replica B)",-0.5791015625,0.8,16
3448.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
3449.0,"Sergio (replica B)",-0.578125,0.8,16
3450.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
3452.0,"Sergio (replica B)",-0.5777994791666666,0.8,16
3453.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
3455.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
3457.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
3459.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
3460.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
3463.0,"Sergio (replica B)",-0.5813802083333334,0.8,16
3466.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
3470.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
3476.0,"Sergio (replica B)",-0.578125,0.8,16
3482.0,"Sergio (replica B)",-0.5777994791666666,0.8,16
3489.0,"Sergio (replica B)",-0.580078125,0.8,16
3496.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
3497.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
3504.0,"Sergio (replica B)",-0.5768229166666666,0.8,16
3508.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
3520.0,"Sergio (replica B)",-0.576171875,0.8,16
3534.0,"Sergio (replica B)",-0.5777994791666666,0.8,16
3551.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
3572.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
3596.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
3620.0,"Sergio (replica B)",-0.576171875,0.8,16
3625.0,"Sergio (replica B)",-0.5758463541666666,0.8,16
3652.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
3659.0,"Sergio (replica B)",-0.5771484375,0.8,16
3700.0,"Sergio (replica B)",-0.5791015625,0.8,16
3748.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
3757.0,"Sergio (replica B)",-0.5777994791666666,0.8,16
3770.0,"Sergio (replica B)",-0.5774739583333334,0.8,16
3806.0,"Sergio (replica B)",-0.578125,0.8,16
3874.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
3883.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
3920.0,"Sergio (replica B)",-0.580078125,0.8,16
3956.0,"Sergio (replica B)",-0.5791015625,0.8,16
4052.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
4096.0,"Sergio (replica B)",-0.580078125,0.8,16
4097.0,"Sergio (replica B)",-0.5823567708333334,0.8,16
4098.0,"Sergio (replica B)",-0.5833333333333334,0.8,16
4099.0,"Sergio (replica B)",-0.5823567708333334,0.8,16
4100.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
4101.0,"Sergio (replica B)",-0.58203125,0.8,16
4102.0,"Sergio (replica B)",-0.5823567708333334,0.8,16
4104.0,"Sergio (replica B)",-0.5810546875,0.8,16
4105.0,"Sergio (replica B)",-0.580078125,0.8,16
4107.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
4109.0,"Sergio (replica B)",-0.58203125,0.8,16
4112.0,"Sergio (replica B)",-0.5810546875,0.8,16
4113.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
4115.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
4118.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
4122.0,"Sergio (replica B)",-0.580078125,0.8,16
4128.0,"Sergio (replica B)",-0.5810546875,0.8,16
4134.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
4141.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
4149.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
4157.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
4160.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
4168.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
4172.0,"Sergio (replica B)",-0.5791015625,0.8,16
4186.0,"Sergio (replica B)",-0.5777994791666666,0.8,16
4203.0,"Sergio (replica B)",-0.5791015625,0.8,16
4224.0,"Sergio (replica B)",-0.5771484375,0.8,16
4248.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
4277.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
4305.0,"Sergio (replica B)",-0.5774739583333334,0.8,16
4311.0,"Sergio (replica B)",-0.5764973958333334,0.8,16
4344.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
4352.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
4400.0,"Sergio (replica B)",-0.576171875,0.8,16
4458.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
4468.0,"Sergio (replica B)",-0.580078125,0.8,16
4483.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
4526.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
4608.0,"Sergio (replica B)",-0.5817057291666666,0.8,16
4618.0,"Sergio (replica B)",-0.5826822916666666,0.8,16
4661.0,"Sergio (replica B)",-0.5830078125,0.8,16
4704.0,"Sergio (replica B)",-0.5791015625,0.8,16
4820.0,"Sergio (replica B)",-0.5777994791666666,0.8,16
4870.0,"Sergio (replica B)",-0.5791015625,0.8,16
4871.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
4872.0,"Sergio (replica B)",-0.580078125,0.8,16
4873.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
4874.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
4875.0,"Sergio (replica B)",-0.5791015625,0.8,16
4876.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
4878.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
4879.0,"Sergio (replica B)",-0.5791015625,0.8,16
4881.0,"Sergio (replica B)",-0.5777994791666666,0.8,16
4883.0,"Sergio (replica B)",-0.578125,0.8,16
4886.0,"Sergio (replica B)",-0.5810546875,0.8,16
4889.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
4892.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
4896.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
4902.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
4908.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
4915.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
4923.0,"Sergio (replica B)",-0.5791015625,0.8,16
4934.0,"Sergio (replica B)",-0.578125,0.8,16
4944.0,"Sergio (replica B)",-0.5768229166666666,0.8,16
4946.0,"Sergio (replica B)",-0.58203125,0.8,16
4957.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
4960.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
4977.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
4998.0,"Sergio (replica B)",-0.576171875,0.8,16
5022.0,"Sergio (replica B)",-0.5768229166666666,0.8,16
5051.0,"Sergio (replica B)",-0.5777994791666666,0.8,16
5085.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
5120.0,"Sergio (replica B)",-0.57421875,0.8,16
5126.0,"Sergio (replica B)",-0.5771484375,0.8,16
5166.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
5174.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
5232.0,"Sergio (replica B)",-0.5764973958333334,0.8,16
5300.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
5313.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
5331.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
5382.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
5478.0,"Sergio (replica B)",-0.5774739583333334,0.8,16
5492.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
5544.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
5594.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
5731.0,"Sergio (replica B)",-0.5777994791666666,0.8,16
5792.0,"Sergio (replica B)",-0.580078125,0.8,16
5793.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
5794.0,"Sergio (replica B)",-0.5817057291666666,0.8,16
5795.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
5796.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
5797.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
5798.0,"Sergio (replica B)",-0.5813802083333334,0.8,16
5800.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
5801.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
5803.0,"Sergio (replica B)",-0.5768229166666666,0.8,16
5805.0,"Sergio (replica B)",-0.5768229166666666,0.8,16
5808.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
5811.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
5814.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
5818.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
5824.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
5830.0,"Sergio (replica B)",-0.5771484375,0.8,16
5837.0,"Sergio (replica B)",-0.5774739583333334,0.8,16
5845.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
5856.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
5868.0,"Sergio (replica B)",-0.578125,0.8,16
5879.0,"Sergio (replica B)",-0.5777994791666666,0.8,16
5882.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
5894.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
5899.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
5920.0,"Sergio (replica B)",-0.576171875,0.8,16
5944.0,"Sergio (replica B)",-0.580078125,0.8,16
5973.0,"Sergio (replica B)",-0.578125,0.8,16
6007.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
6048.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
6087.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
6096.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
6144.0,"Sergio (replica B)",-0.5748697916666666,0.8,16
6154.0,"Sergio (replica B)",-0.578125,0.8,16
6222.0,"Sergio (replica B)",-0.5774739583333334,0.8,16
6304.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
6318.0,"Sergio (replica B)",-0.5771484375,0.8,16
6340.0,"Sergio (replica B)",-0.5777994791666666,0.8,16
6400.0,"Sergio (replica B)",-0.5758463541666666,0.8,16
6516.0,"Sergio (replica B)",-0.5771484375,0.8,16
6531.0,"Sergio (replica B)",-0.5777994791666666,0.8,16
6592.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
6653.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
6816.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
6888.0,"Sergio (replica B)",-0.580078125,0.8,16
6889.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
6890.0,"Sergio (replica B)",-0.5777994791666666,0.8,16
6891.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
6892.0,"Sergio (replica B)",-0.5774739583333334,0.8,16
6893.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
6894.0,"Sergio (replica B)",-0.580078125,0.8,16
6896.0,"Sergio (replica B)",-0.580078125,0.8,16
6897.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
6899.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
6901.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
6904.0,"Sergio (replica B)",-0.5774739583333334,0.8,16
6907.0,"Sergio (replica B)",-0.5764973958333334,0.8,16
6910.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
6914.0,"Sergio (replica B)",-0.5777994791666666,0.8,16
6918.0,"Sergio (replica B)",-0.580078125,0.8,16
6920.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
6926.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
6933.0,"Sergio (replica B)",-0.5791015625,0.8,16
6941.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
6952.0,"Sergio (replica B)",-0.5768229166666666,0.8,16
6964.0,"Sergio (replica B)",-0.5813802083333334,0.8,16
6978.0,"Sergio (replica B)",-0.5791015625,0.8,16
6992.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
6995.0,"Sergio (replica B)",-0.5791015625,0.8,16
7009.0,"Sergio (replica B)",-0.5774739583333334,0.8,16
7016.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
7040.0,"Sergio (replica B)",-0.5755208333333334,0.8,16
7069.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
7103.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
7144.0,"Sergio (replica B)",-0.580078125,0.8,16
7192.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
7240.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
7250.0,"Sergio (replica B)",-0.5774739583333334,0.8,16
7305.0,"Sergio (replica B)",-0.5774739583333334,0.8,16
7318.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
7400.0,"Sergio (replica B)",-0.578125,0.8,16
7496.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
7514.0,"Sergio (replica B)",-0.5813802083333334,0.8,16
7540.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
7612.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
7749.0,"Sergio (replica B)",-0.578125,0.8,16
7766.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
7840.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
7912.0,"Sergio (replica B)",-0.580078125,0.8,16
8105.0,"Sergio (replica B)",-0.5771484375,0.8,16
8192.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
8193.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
8194.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
8195.0,"Sergio (replica B)",-0.578125,0.8,16
8196.0,"Sergio (replica B)",-0.5823567708333334,0.8,16
8197.0,"Sergio (replica B)",-0.58203125,0.8,16
8198.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
8200.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
8201.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
8203.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
8205.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
8208.0,"Sergio (replica B)",-0.5810546875,0.8,16
8211.0,"Sergio (replica B)",-0.5810546875,0.8,16
8214.0,"Sergio (replica B)",-0.5817057291666666,0.8,16
8218.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
8224.0,"Sergio (replica B)",-0.58203125,0.8,16
8227.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
8230.0,"Sergio (replica B)",-0.5791015625,0.8,16
8237.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
8245.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
8256.0,"Sergio (replica B)",-0.578125,0.8,16
8268.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
8282.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
8299.0,"Sergio (replica B)",-0.5791015625,0.8,16
8314.0,"Sergio (replica B)",-0.5748697916666666,0.8,16
8320.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
8336.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
8344.0,"Sergio (replica B)",-0.580078125,0.8,16
8373.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
8407.0,"Sergio (replica B)",-0.5810546875,0.8,16
8448.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
8496.0,"Sergio (replica B)",-0.5830078125,0.8,16
8554.0,"Sergio (replica B)",-0.5774739583333334,0.8,16
8610.0,"Sergio (replica B)",-0.5777994791666666,0.8,16
8622.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
8688.0,"Sergio (replica B)",-0.578125,0.8,16
8704.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
8800.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
8916.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
8936.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
8966.0,"Sergio (replica B)",-0.5810546875,0.8,16
9053.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
9216.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
9236.0,"Sergio (replica B)",-0.58203125,0.8,16
9323.0,"Sergio (replica B)",-0.5813802083333334,0.8,16
9409.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
9640.0,"Sergio (replica B)",-0.5810546875,0.8,16
9740.0,"Sergio (replica B)",-0.580078125,0.8,16
9741.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
9742.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
9743.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
9744.0,"Sergio (replica B)",-0.580078125,0.8,16
9745.0,"Sergio (replica B)",-0.580078125,0.8,16
9746.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
9747.0,"Sergio (replica B)",-0.5791015625,0.8,16
9749.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
9750.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
9752.0,"Sergio (replica B)",-0.5826822916666666,0.8,16
9754.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
9757.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
9760.0,"Sergio (replica B)",-0.5826822916666666,0.8,16
9763.0,"Sergio (replica B)",-0.5833333333333334,0.8,16
9767.0,"Sergio (replica B)",-0.5826822916666666,0.8,16
9773.0,"Sergio (replica B)",-0.5810546875,0.8,16
9779.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
9784.0,"Sergio (replica B)",-0.5813802083333334,0.8,16
9786.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
9794.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
9805.0,"Sergio (replica B)",-0.5810546875,0.8,16
9817.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
9831.0,"Sergio (replica B)",-0.580078125,0.8,16
9848.0,"Sergio (replica B)",-0.5771484375,0.8,16
9869.0,"Sergio (replica B)",-0.580078125,0.8,16
9888.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
9893.0,"Sergio (replica B)",-0.576171875,0.8,16
9914.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
9922.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
9956.0,"Sergio (replica B)",-0.5791015625,0.8,16
9997.0,"Sergio (replica B)",-0.578125,0.8,16
10045.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
10103.0,"Sergio (replica B)",-0.578125,0.8,16
10171.0,"Sergio (replica B)",-0.580078125,0.8,16
10240.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
10253.0,"Sergio (replica B)",-0.5777994791666666,0.8,16
10332.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
10349.0,"Sergio (replica B)",-0.5791015625,0.8,16
10465.0,"Sergio (replica B)",-0.578125,0.8,16
10602.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
10627.0,"Sergio (replica B)",-0.580078125,0.8,16
10662.0,"Sergio (replica B)",-0.5768229166666666,0.8,16
10765.0,"Sergio (replica B)",-0.5755208333333334,0.8,16
10958.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
10984.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
11088.0,"Sergio (replica B)",-0.5810546875,0.8,16
11189.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
11463.0,"Sergio (replica B)",-0.5777994791666666,0.8,16
11584.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
11585.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
11586.0,"Sergio (replica B)",-0.580078125,0.8,16
11587.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
11588.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
11589.0,"Sergio (replica B)",-0.5810546875,0.8,16
11590.0,"Sergio (replica B)",-0.58203125,0.8,16
11591.0,"Sergio (replica B)",-0.58203125,0.8,16
11593.0,"Sergio (replica B)",-0.5813802083333334,0.8,16
11594.0,"Sergio (replica B)",-0.5823567708333334,0.8,16
11596.0,"Sergio (replica B)",-0.5813802083333334,0.8,16
11598.0,"Sergio (replica B)",-0.5826822916666666,0.8,16
11601.0,"Sergio (replica B)",-0.580078125,0.8,16
11604.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
11607.0,"Sergio (replica B)",-0.5810546875,0.8,16
11611.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
11617.0,"Sergio (replica B)",-0.5810546875,0.8,16
11623.0,"Sergio (replica B)",-0.5817057291666666,0.8,16
11630.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
11636.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
11638.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
11649.0,"Sergio (replica B)",-0.58203125,0.8,16
11661.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
11675.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
11692.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
11713.0,"Sergio (replica B)",-0.5817057291666666,0.8,16
11737.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
11758.0,"Sergio (replica B)",-0.580078125,0.8,16
11766.0,"Sergio (replica B)",-0.5830078125,0.8,16
11789.0,"Sergio (replica B)",-0.5817057291666666,0.8,16
11800.0,"Sergio (replica B)",-0.580078125,0.8,16
11841.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
11889.0,"Sergio (replica B)",-0.5791015625,0.8,16
11947.0,"Sergio (replica B)",-0.5823567708333334,0.8,16
12015.0,"Sergio (replica B)",-0.5817057291666666,0.8,16
12097.0,"Sergio (replica B)",-0.5823567708333334,0.8,16
12176.0,"Sergio (replica B)",-0.5823567708333334,0.8,16
12193.0,"Sergio (replica B)",-0.5810546875,0.8,16
12288.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
12309.0,"Sergio (replica B)",-0.5823567708333334,0.8,16
12446.0,"Sergio (replica B)",-0.5823567708333334,0.8,16
12609.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
12637.0,"Sergio (replica B)",-0.5813802083333334,0.8,16
12680.0,"Sergio (replica B)",-0.580078125,0.8,16
12802.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
13033.0,"Sergio (replica B)",-0.5774739583333334,0.8,16
13062.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
13185.0,"Sergio (replica B)",-0.578125,0.8,16
13307.0,"Sergio (replica B)",-0.5813802083333334,0.8,16
13633.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
13776.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
13777.0,"Sergio (replica B)",-0.5791015625,0.8,16
13778.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
13779.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
13780.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
13781.0,"Sergio (replica B)",-0.5791015625,0.8,16
13782.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
13783.0,"Sergio (replica B)",-0.5791015625,0.8,16
13785.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
13786.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
13788.0,"Sergio (replica B)",-0.5791015625,0.8,16
13790.0,"Sergio (replica B)",-0.580078125,0.8,16
13793.0,"Sergio (replica B)",-0.5791015625,0.8,16
13796.0,"Sergio (replica B)",-0.5784505208333334,0.8,16
13799.0,"Sergio (replica B)",-0.5791015625,0.8,16
13803.0,"Sergio (replica B)",-0.578125,0.8,16
13809.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
13815.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
13822.0,"Sergio (replica B)",-0.580078125,0.8,16
13830.0,"Sergio (replica B)",-0.5810546875,0.8,16
13837.0,"Sergio (replica B)",-0.58203125,0.8,16
13841.0,"Sergio (replica B)",-0.5810546875,0.8,16
13853.0,"Sergio (replica B)",-0.5791015625,0.8,16
13867.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
13884.0,"Sergio (replica B)",-0.5777994791666666,0.8,16
13905.0,"Sergio (replica B)",-0.578125,0.8,16
13929.0,"Sergio (replica B)",-0.5813802083333334,0.8,16
13958.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
13984.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
13992.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
14020.0,"Sergio (replica B)",-0.5813802083333334,0.8,16
14033.0,"Sergio (replica B)",-0.5794270833333334,0.8,16
14081.0,"Sergio (replica B)",-0.5810546875,0.8,16
14139.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
14207.0,"Sergio (replica B)",-0.5787760416666666,0.8,16
14289.0,"Sergio (replica B)",-0.580078125,0.8,16
14385.0,"Sergio (replica B)",-0.5813802083333334,0.8,16
14481.0,"Sergio (replica B)",-0.5774739583333334,0.8,16
14501.0,"Sergio (replica B)",-0.5797526041666666,0.8,16
14611.0,"Sergio (replica B)",-0.5807291666666666,0.8,16
14638.0,"Sergio (replica B)",-0.5804036458333334,0.8,16
14801.0,"Sergio (replica B)",-0.5810546875,0.8,16
